nohup: ignoring input
Task generated. Start checking.
0.08187723159790039 1.1173193454742432 2.765655517578125e-05
0.0941917896270752 0.9033350944519043 1.9311904907226562e-05
0.08145928382873535 0.8920900821685791 3.7670135498046875e-05
0.1379077434539795 0.9955456256866455 1.811981201171875e-05
0.10876083374023438 0.9675648212432861 2.5510787963867188e-05
0.1480090618133545 0.9940719604492188 2.002716064453125e-05
0.14570069313049316 0.8802683353424072 1.4543533325195312e-05
0.0739595890045166 1.0789213180541992 0.00047397613525390625
0.13252520561218262 1.0049095153808594 3.314018249511719e-05
0.10573768615722656 0.9851653575897217 3.0517578125e-05
0.11952853202819824 0.861522912979126 2.2649765014648438e-05
0.12971901893615723 1.06117844581604 2.384185791015625e-05
0.11521267890930176 0.8957109451293945 2.574920654296875e-05
0.09595561027526855 0.927398681640625 3.62396240234375e-05
0.07100677490234375 1.0534405708312988 3.600120544433594e-05
0.09585332870483398 0.9029824733734131 0.00027441978454589844
0.12282633781433105 0.9228086471557617 2.1457672119140625e-05
0.09698796272277832 0.8890938758850098 2.5033950805664062e-05
0.12004613876342773 0.8662688732147217 1.9550323486328125e-05
0.13140034675598145 0.9456908702850342 3.4809112548828125e-05
0.15015912055969238 1.2488019466400146 2.9087066650390625e-05
0.08057451248168945 1.0856552124023438 3.24249267578125e-05
0.08693552017211914 0.8354129791259766 2.4080276489257812e-05
0.1029360294342041 0.9447450637817383 2.0503997802734375e-05
0.11278772354125977 0.8704774379730225 2.0503997802734375e-05
0.11303305625915527 0.8481392860412598 2.2172927856445312e-05
0.12135815620422363 0.827629804611206 1.6689300537109375e-05
0.09583258628845215 0.880751371383667 2.9325485229492188e-05
0.11038851737976074 0.7822384834289551 2.3365020751953125e-05
0.0730752944946289 1.0784149169921875 2.6702880859375e-05
0.07809638977050781 0.9018220901489258 0.00027489662170410156
0.10037732124328613 0.9435958862304688 2.2411346435546875e-05
0.11349153518676758 0.954728364944458 3.4332275390625e-05
0.1690530776977539 0.9798548221588135 2.0503997802734375e-05
0.12311291694641113 0.991084098815918 2.4318695068359375e-05
0.12290644645690918 0.9848980903625488 1.8596649169921875e-05
0.08024168014526367 1.1700677871704102 3.6716461181640625e-05
0.13469481468200684 1.3879451751708984 2.0742416381835938e-05
0.10616493225097656 0.8808481693267822 2.002716064453125e-05
0.14315342903137207 0.8643760681152344 1.6927719116210938e-05
0.12537026405334473 0.807009220123291 2.1696090698242188e-05
0.10631561279296875 0.8468766212463379 2.09808349609375e-05
0.09757375717163086 0.8556869029998779 3.0279159545898438e-05
0.07185792922973633 1.256993293762207 5.841255187988281e-05
0.07927370071411133 0.8700275421142578 3.266334533691406e-05
0.09227252006530762 1.0903091430664062 2.574920654296875e-05
0.13013958930969238 1.0180377960205078 2.5033950805664062e-05
0.11223959922790527 0.8957710266113281 0.0002503395080566406
0.14376449584960938 0.8802673816680908 1.9550323486328125e-05
0.09690427780151367 0.9031496047973633 3.4809112548828125e-05
0.06872439384460449 1.162393569946289 2.9802322387695312e-05
0.10650205612182617 1.151754379272461 3.266334533691406e-05
0.10989809036254883 0.9504497051239014 2.8848648071289062e-05
0.12650418281555176 0.9246582984924316 1.8596649169921875e-05
0.12157726287841797 0.9328420162200928 2.1457672119140625e-05
0.1437544822692871 0.8884413242340088 1.6927719116210938e-05
0.09439921379089355 0.8526833057403564 2.5987625122070312e-05
0.08195781707763672 1.1866562366485596 3.600120544433594e-05
0.07102465629577637 0.944364070892334 3.838539123535156e-05
0.12870144844055176 1.0896837711334229 2.8848648071289062e-05
0.1353163719177246 0.9084136486053467 2.5510787963867188e-05
0.11145901679992676 0.942044734954834 2.0265579223632812e-05
0.13814830780029297 0.8974106311798096 1.8596649169921875e-05
0.1041874885559082 0.90940260887146 3.314018249511719e-05
0.08030533790588379 1.0713355541229248 3.2901763916015625e-05
0.07656455039978027 0.8989927768707275 0.0003407001495361328
0.08650493621826172 0.9673020839691162 3.266334533691406e-05
0.09724783897399902 0.8881673812866211 2.3365020751953125e-05
0.11010050773620605 0.8867177963256836 2.2411346435546875e-05
0.12560582160949707 0.9060232639312744 3.457069396972656e-05
0.252948522567749 1.2116081714630127 2.9087066650390625e-05
0.0691688060760498 0.8606078624725342 2.47955322265625e-05
0.10581350326538086 0.9304342269897461 2.4318695068359375e-05
0.08717656135559082 0.9397680759429932 2.6464462280273438e-05
0.09629416465759277 0.794680118560791 1.9073486328125e-05
0.10105085372924805 0.7539780139923096 2.4557113647460938e-05
0.13313817977905273 0.9165811538696289 2.09808349609375e-05
0.10613179206848145 0.860213041305542 2.4318695068359375e-05
0.10186028480529785 0.8679244518280029 2.86102294921875e-05
0.09056425094604492 1.0622055530548096 0.00018715858459472656
